,nightTemp,mornTemp2,peak,superPeak,superIdx,preheatPeak,totalUsage,nightUsage,pumpTime,conEdPeak,conEdIdx,valid_days,winter_season,predUsage,predPeak,predSuper
1/17/12,36.39333333,37.91666667,24.2,18.8,8.25,6.6,377.78,9.26,6,17.8,8.5,TRUE,1,368.1259714,19.41865624,19.29879382
1/18/12,49.91666667,39.95,26.8,18.4,8.25,26.8,282.2,3.6,5.25,18.1,8.5,TRUE,1,231.1063075,20.40060579,18.91445614
1/19/12,24.99166667,20.95,22.8,22.8,7.5,9.2,386.05,10.65,6.5,22.5,7.75,TRUE,1,383.3629103,24.59837724,24.22575006
1/20/12,35.60833333,27.5,21.8,21.8,7.5,12.4,364.7,8.98,6,21.7,7.75,TRUE,1,326.4069357,24.11677296,23.92769458
1/21/12,26.67058824,23.87,30.2,30.2,9.25,6,327.7,5.65,3.25,29.6,9.5,FALSE,1,507.0693212,31.3069683,30.486157
1/22/12,23.22307692,18.975,19.8,19.8,9.75,7.4,217.7,6.96,0.25,19.7,10,FALSE,1,573.4553646,35.22647416,32.47272224
1/23/12,34.03125,35.58,20.4,20.4,7,16.6,331.45,8.65,0.25,20.3,7.25,TRUE,1,280.9365941,17.6772528,13.04464642
1/24/12,50.436,44.48571429,20.8,14.8,8,20.8,199.8,2.22,5,14.7,8.25,TRUE,1,176.5616066,19.44281668,17.59508877
1/25/12,43.55454545,38.45,33.4,24,8.75,33.4,237.45,2.36,5,22.1,8.75,TRUE,1,217.9662898,28.47969599,17.1466
1/26/12,36.45384615,35.75,18.4,18.4,8.25,16.8,289.85,4.88,5.25,18.3,8.25,TRUE,1,294.2876846,19.63989109,18.78918545
1/27/12,40.51481481,49.3,21.8,10.8,9.5,21.8,210.35,2.59,5.25,10.7,9.75,TRUE,1,305.0037336,34.96775604,22.05278558
1/28/12,45.01666667,38.95,20.4,20.4,8.25,3.4,202.5,3.14,23.75,19.2,8.5,FALSE,1,407.9964363,25.17688775,20.42306407
1/30/12,39.45833333,35.325,23,20.6,7.25,23,257.15,2.75,5,20.5,7.5,TRUE,1,258.0780157,26.7422911,20.15383143
2/1/12,54.175,50,14,11.4,8,14,148.8,2.38,5.5,11.4,8.25,TRUE,1,118.5612809,14.8093401,8.74918526
2/2/12,51.18333333,41.825,18,16.2,6.75,18,195.1,2.07,5,15.8,8.75,TRUE,1,166.2415479,18.00904559,16.89697144
2/3/12,36.16666667,31.175,19.2,19.2,7.25,13.4,277,5.27,6.25,18.8,8.75,TRUE,1,304.6616986,22.04512979,21.00601666
2/4/12,40.13333333,38.4,18.8,18.8,10,6,231.65,5.74,23.75,18.3,10,FALSE,1,474.9252301,22.0357594,20.80729086
2/5/12,37.36666667,33.1,13.4,13.4,9.75,4.8,166.35,4.46,2.75,12.8,10,FALSE,1,257.5762668,26.3549088,21.88173967
2/6/12,35.09166667,34.05,22.2,22.2,6.75,17,266.05,4.67,6.5,21.9,7,TRUE,1,267.9117596,22.25080069,21.74267589
2/7/12,43.90833333,41,21.4,14.8,9.5,21.4,189.75,2.44,5.25,14.4,9.75,TRUE,1,202.6569007,21.45075226,15.46621183
2/8/12,38.68333333,32,21.2,18.4,9,21.2,269.7,6.03,5.25,18.2,9,TRUE,1,288.5693106,28.7148809,25.17047072
2/9/12,31.66,32.275,22.8,22.8,8,12,300.2,4.8,6.5,21.6,8.25,TRUE,1,364.9223006,29.78206028,25.55360624
2/10/12,38.25,35.3,21.6,21.6,7.25,21.2,279.85,4.74,5.25,20.7,7.5,TRUE,1,368.5041018,26.090704,25.58924
2/11/12,36.19473684,33.52857143,20.8,20.8,9.25,4.8,234.2,4.48,0,19.8,9.5,FALSE,1,221.2564892,18.84005062,14.21158747
2/13/12,27.59375,29.26666667,25.8,25.8,6.75,20,286.75,8.42,6.5,24.7,6.75,TRUE,1,396.7455357,27.27112404,27.33972379
2/14/12,38.54166667,37.475,17.6,16.4,8.25,15.8,264.05,4.31,6,16.1,8.5,TRUE,1,266.789282,23.08342402,22.60876283
2/15/12,41.83333333,41,16.8,16.6,7.75,16.8,243.65,3.88,5.25,16.3,7.75,TRUE,1,235.395852,19.62445613,16.5693502
2/16/12,40.83333333,39.175,20.8,18.4,8.5,16,245.2,2.65,5.25,17.9,8.75,TRUE,1,233.8999967,27.38457342,20.61735075
2/17/12,43.085,43.51428571,17.4,15.4,10.25,10,235.5,3.94,5.5,14.7,8.75,TRUE,1,232.4798589,15.76186229,15.52620447
2/18/12,41.25,36.025,21.6,21.6,8,2.8,175.25,2.59,3,19.5,8.75,FALSE,1,227.5928267,25.86884219,19.67792702
2/19/12,39.37142857,35.8,3.4,2.8,6.25,2.8,63.35,2.68,0.5,2.8,7,FALSE,1,199.4539899,15.93100176,9.44440453
2/20/12,37.01666667,32,23.2,21.4,8,14,213.75,5.88,1.25,21.2,8.25,TRUE,1,246.9470081,24.18162238,21.67462178
2/21/12,36.1,34.3,21.8,21.8,7.75,20,269,4.53,5.5,21.3,7.75,TRUE,1,377.1221937,29.12806834,24.24259082
2/22/12,45.41666667,44.8,16.2,14.6,8.5,16.2,207.7,3.64,5.25,14.4,8.75,TRUE,1,204.3253081,31.65771322,19.86496498
2/23/12,49.66666667,49.95,13,13,8.25,8.2,161.35,2.27,6,12.9,8.25,TRUE,1,140.2579952,17.39321918,17.91884837
2/24/12,44.71538462,36.93636364,18.8,18.8,7.5,18.2,252.55,3.18,5.5,18.2,7.75,TRUE,1,183.082363,20.30636094,15.17422216
2/25/12,42.18125,39.225,20,20,8.75,2.8,229.7,2.96,23.75,19.3,8.75,FALSE,1,476.8877479,23.67251551,22.82958285
2/26/12,34.51818182,29.92857143,14.6,5.6,6.5,5.4,149,5.09,6.25,5.5,6.5,FALSE,1,315.975263,23.78273726,23.39657547
2/27/12,38.15833333,39.95,20.4,20.4,7,19.8,180.55,2.72,5.5,20.3,7.25,TRUE,1,356.3587377,29.22141927,27.35730536
2/28/12,47.17692308,40.175,20,15.8,6,20,203.85,2.44,5.5,14.8,8.25,TRUE,1,285.480498,31.33273717,22.03903471
2/29/12,41.49166667,38.64,22.4,14.8,7.75,22.2,236.35,2.48,5.5,14.4,8,TRUE,1,231.0209133,23.28337487,18.42552179
3/1/12,39.095,38.33333333,20.6,20.6,6,18.2,256.45,3.41,5.75,16.6,9,TRUE,1,264.2276365,21.9728818,21.04447534
3/2/12,37.75,33.6,20.2,18.8,7.5,12.6,288.25,6.86,0.5,18.5,10.5,TRUE,1,280.7771233,19.99906134,17.48195044
3/3/12,42.18461538,45.025,25.6,25.6,8.25,2.6,189.4,2.55,0,21.5,8.5,FALSE,1,190.501164,20.04557476,11.83304365
3/4/12,47.03333333,39.45,4,2.8,7,2.6,56.15,2.67,0,2.7,8,FALSE,1,217.5626301,23.69261055,12.37470467
3/5/12,36.35,32.275,20.6,19.8,7.75,20.6,226.35,5.01,5,19.7,8,TRUE,1,281.3556855,28.12970609,18.7989494
3/6/12,30.26666667,27.025,24.6,24.6,7.5,16,287.45,4.97,6.25,21.4,7.75,TRUE,1,344.4170376,26.81066874,26.77757441
3/7/12,38.93333333,39.45,26,16.2,8.5,26,210.35,2.98,5.25,16.2,8.75,TRUE,1,263.254819,29.1908178,23.98887091
3/8/12,55.91666667,55,14.8,7.4,8,14.8,61.45,1.51,5.5,6.7,8,TRUE,1,162.9544893,15.66599303,10.93640619
3/9/12,55.32307692,41.8,16.4,16.4,8.75,16.4,155.7,1.37,5.25,15.9,8.75,TRUE,1,121.6410576,12.36449403,9.93893947
3/10/12,37.175,29.4,22.2,22.2,8.75,4.2,193.95,3.79,1.5,21,8.75,FALSE,1,255.5811558,28.2842871,22.84206413
3/11/12,38.76363636,36.95,7.6,3,8.5,2.8,73.34,3.141875,3.25,2.9,8.75,FALSE,1,281.6013745,26.68893988,25.08702153
3/12/12,52.13846154,48.5,16.2,13.4,7.25,16.2,113.85,1.93,5.5,13.2,7.25,TRUE,1,140.7771932,24.05750444,20.17554094
3/13/12,60.375,55.9,8.8,6.4,7.5,8.8,67.65,1.49,5.5,6.1,7.75,TRUE,1,234.6475265,14.12926567,11.48784137
3/14/12,67.73636364,58.725,2,2,8.75,1.4,35.6,1.07,5.5,1.9,9.25,TRUE,1,445.9035511,32.12831626,28.1033137
3/15/12,55.63846154,44.325,11.6,11.6,8,6,117.6,1.33,6,11.3,8.25,TRUE,1,104.4695033,10.94967996,11.68570558
3/16/12,44.55384615,42.96,15.6,12.8,8,15.6,178.95,2.16,5.5,12.7,8,TRUE,1,187.6166759,17.07949928,14.61189783
3/17/12,49.28571429,48.58,20.2,20.2,8.5,2.2,125,1.96,5.25,15.9,8.75,FALSE,1,211.317249,22.58862813,19.68630538
3/18/12,48.04666667,46.45,2.6,2.4,9.75,1.8,41.45,1.57,0,2.3,10,FALSE,1,202.9094185,25.40105895,12.34505559
3/19/12,54.44545455,55.96666667,8.4,8.4,7.75,1.8,52.45,1.47,6,8.1,7.75,TRUE,1,100.6617015,11.34369949,9.70008356
3/20/12,61.41666667,56.59285714,21.4,2.2,9.25,1.4,77.8,1.24,23.75,2.2,9.5,TRUE,1,246.5791673,38.76700392,21.27683057
3/21/12,59.888,57.63846154,18.6,2,9.5,1.2,88.9,1.03,6.5,1.9,9.5,TRUE,1,272.8043896,21.74344119,24.80247076
3/22/12,57.74642857,56.45,38.4,2,9,1.4,102.2,1.05,6.5,1.9,10.75,TRUE,1,114.6872818,37.74314057,6.80928287
3/23/12,66.98333333,64.5,34.2,26.6,10.5,1.2,327.45,1.01,6.5,26.5,10.75,TRUE,1,520.2095852,43.52193093,43.02487836
3/24/12,60.175,57.95,22.4,3.6,7.75,1.2,81.05,1.06,23.75,3.3,8.5,FALSE,1,193.4435198,25.86621609,12.93401048
3/25/12,49.33529412,46,1.8,1.8,6,1.6,36.55,1.47,5.75,1.7,10,FALSE,1,162.0251519,20.40588191,20.56808806
3/26/12,50.50769231,52.55,16.8,16.8,8.5,1.8,115.25,1.52,2,16.6,8.5,TRUE,,176.9620167,20.03494216,14.78604427
3/27/12,36.525,30.45,22.6,20.4,7,13.4,229.35,4.29,2.5,18.6,7.75,TRUE,,235.9310105,22.68840511,21.00493457
3/28/12,47.13333333,45.475,18.6,18.6,6.25,2.4,164.3,2.28,6,15.3,6.5,TRUE,,185.8082852,16.020443,15.94765217
3/29/12,61.37272727,51.05,11.4,11.4,6.25,1.6,113.45,1.23,6,11.1,6.25,TRUE,,474.3188997,37.74131294,29.52046952
3/30/12,45.11666667,40.45,25.4,14,7.75,25.4,161.6,3.76,4.5,13.3,7.75,TRUE,,201.3237164,23.66167803,15.49022135
3/31/12,42.95625,38.97142857,25,25,8.5,2.6,194.6,2.36,2,22.3,8.5,FALSE,,226.0309178,28.54942947,16.61367114
4/1/12,42.44705882,43.325,20.2,20.2,8.75,2.8,135.05,2.5,5.25,17.5,8.75,FALSE,,226.4529309,23.73373709,19.30552592
4/2/12,45.91153846,41.62,18.6,18.6,6.25,2.6,161.75,2.37,6,18.1,6.25,TRUE,,209.7159017,29.72729555,27.88857323
4/3/12,47.59166667,41.5,20,20,6.25,2.6,164.35,2.38,6,17.9,6.5,TRUE,,178.1851105,16.842088,15.70643
4/4/12,58.48333333,55.225,10,10,7.25,1.6,77.05,1.51,6.5,8.3,7.5,TRUE,,254.4145383,34.73690262,28.22551294
4/5/12,51.525,43.275,15,12.4,8.25,15,124.3,2.14,5.5,12,8.5,TRUE,,150.0596766,19.4987577,15.2592856
4/6/12,46.15833333,38.95,19,19,6.25,2.2,164.85,2.11,6,16.5,6.5,TRUE,,218.2876456,30.29157081,30.4737013
4/7/12,47.94166667,42.55,24.8,24.8,8.25,2.4,112.15,2.28,23.75,18.6,8.5,FALSE,,336.3312164,28.80218641,18.09868812
4/8/12,51.99166667,46,3.6,2.2,6.25,3.6,42.5,1.51,4.75,2.2,6.5,FALSE,,163.7895934,24.14840287,21.79934503
4/9/12,58.025,50.225,7.4,5.2,10.75,2,62.25,1.51,3.75,4.5,10.75,TRUE,,159.1498906,15.13948804,15.14208197
4/10/12,54.85,48.725,10.4,9.2,7.25,1.8,96.05,1.44,5.75,8.6,7.5,TRUE,,97.58521711,10.73698545,10.81850877
4/11/12,48.68333333,44.1,13.8,13.8,6,10,152.35,1.44,5.75,12.6,8.5,TRUE,,168.7774954,22.60627959,22.3375282
4/12/12,47.25,44.25,16,14.2,7.5,16,160.45,2.16,5.5,13.4,7.75,TRUE,,304.081378,32.63203,23.213753
4/13/12,50.69166667,45.3,11.2,11.2,6.75,2.2,116.65,2.14,6.5,11.2,7,TRUE,,154.6580577,22.98458501,12.98123755
4/14/12,56.62727273,52.25,9.8,9.8,8.75,1.6,45.55,1.42,6.5,9.5,9,FALSE,,328.562152,39.309739,31.79271627
4/15/12,65.05833333,60.86666667,1.6,1.2,6.75,1.2,26.95,1.09,2,1.1,6.75,FALSE,,408.5286995,26.33404461,22.77771766
4/16/12,71.5,67.5,57.2,33.4,7,1,326.35,0.75,6.5,33.1,7.25,TRUE,,458.2935192,34.80309296,32.617836
4/17/12,74.4,69.05,48.4,33,7,1,422,0.75,6.5,32.3,7.25,TRUE,,458.2935192,34.80309296,32.617836
4/18/12,66.22222222,49.63333333,36,22.8,10.25,1.6,299.7,1.49,6.5,21.6,10.5,TRUE,,520.2263703,43.55601008,42.7797244
4/19/12,52.15,50.51666667,14,14,6.5,2,95.55,1.66,6.25,10.1,6.75,TRUE,,224.2783374,27.00592589,27.36776881
4/20/12,57.45,56.775,31.6,3.4,7.25,1.8,154.95,1.59,23.75,3.4,7.5,TRUE,,164.2937148,31.48991936,4.4065357
4/21/12,58.72857143,59.7,30.2,30.2,10.5,1.6,135.6,1.55,0,20.4,10.75,FALSE,,167.6108683,22.01439877,3.91819829
4/22/12,57.87142857,49.725,1.8,1.6,6.75,1.4,34.55,1.4,2.25,1.6,9,FALSE,,140.0661703,7.35822674,6.49809931
4/23/12,48.72857143,52.85555556,21.6,21.6,6.5,2.4,146.4,2.2,6.25,16,6.75,TRUE,,176.9642752,23.40035,18.59936314
4/24/12,44.38235294,42.46,16.4,16.4,7.25,2.4,187.55,2.36,6,16.1,7.5,TRUE,,188.8244339,16.24255446,16.00701223
4/25/12,50.74166667,47.525,14.4,14.4,6.5,2.6,126.7,2.4,6.25,12.9,6.75,TRUE,,150.7727192,13.04981842,12.88090184
4/26/12,51.74166667,47.975,18,18,6.5,1.8,122.2,1.62,6.25,14.3,6.75,TRUE,,169.5518833,18.13518598,19.24971255
4/27/12,53.6125,46.95,18.6,18.6,6.25,3.6,139.6,1.54,6,18.1,6.25,TRUE,,128.0329735,16.52364873,11.12814594
4/28/12,42.8,40,23.4,23.4,6,3,170.25,2.5,5.75,17,6.25,FALSE,,230.7559744,24.32058315,23.30599152
4/29/12,51.99166667,45.25,4.6,4.6,7.5,2,52.4,1.95,1,4,7.75,FALSE,,153.4496132,21.84632112,15.01201525
4/30/12,51.90833333,46.775,20.4,20.4,6.5,2.6,129,2.28,6.25,15.8,6.5,TRUE,,184.9551654,22.761729,23.38860978
5/1/12,53.03333333,51.64166667,26.8,14.8,6.25,2,127.2,1.83,6,11.2,6.5,TRUE,,150.4891518,21.08820803,19.14005286
5/2/12,55.9,51.325,25.2,16.8,6.5,1.8,217.05,1.58,6.25,12.6,8,TRUE,,240.3035237,16.18149571,15.87642777
5/3/12,51.24,51.325,13,13,6.5,2.6,153.25,2.2,6.25,11.2,8.5,TRUE,,153.8422491,11.47249234,11.511435
5/4/12,54.56842105,54.93846154,29.2,11.6,6.5,1.6,162.7,1.53,6.25,8.8,6.75,TRUE,,164.9883341,20.07450999,15.3767004
5/5/12,61.67333333,55.9,33.8,2.2,10,1.6,181.35,1.42,0,2.1,10,FALSE,,317.8056877,19.78488478,15.10139351
5/6/12,57.50526316,56.45,2.2,1.8,6.25,1.8,41.65,1.7,23.75,1.8,10,FALSE,,157.6028629,31.1985062,4.4065357
5/7/12,54.66363636,55.85,17.6,17.6,8,1.8,71.9,1.66,6.5,15.6,8,TRUE,,114.1607177,24.64074773,11.14974134
5/8/12,55.26,56.26666667,6,6,6.5,1.6,68.05,1.58,6.25,5.1,6.75,TRUE,,205.1876146,21.21890539,18.10836756
5/9/12,59.31666667,62.325,40.2,35.2,9.75,1.6,334.5,1.52,6.5,34.1,10,TRUE,,217.145446,17.42660419,20.09040239
5/10/12,62.64666667,54.95555556,40.4,5.4,8.5,1.6,220.3,1.44,6.25,5.2,8.75,TRUE,,483.2817336,31.65765595,27.04177075
5/11/12,54.31818182,51.75,7.6,7.6,7.25,1.8,72.3,1.6,6.5,7.4,7.25,TRUE,,119.7635267,16.40288086,16.3581511
5/12/12,60.40833333,56.525,24.6,2,8.25,1.8,112.4,1.62,23.75,2,10,FALSE,,207.6625719,30.18371621,15.08656744
5/13/12,69.25,64.7,23.2,1.6,8.25,1.6,94.25,1.49,0.25,1.6,10.25,FALSE,,404.4320634,25.84325291,21.30979698
5/14/12,70.74166667,66.725,38.2,38.2,6.5,1.8,319.9,1.38,6.25,35.4,6.75,TRUE,,445.7383083,31.00922126,29.08004324
5/15/12,63.50833333,62.02,39.4,36.2,7.5,1.8,434.5,1.44,6.5,35.2,7.75,TRUE,,518.3624419,43.30569321,41.37862201
5/16/12,62.528,63.49090909,42.4,42.4,9,1.6,473.45,1.5,6.5,42.2,9,TRUE,,518.0200877,43.24188694,40.96996714
5/17/12,68.36666667,54.95,35.8,5.8,7.75,1.6,256.35,1.53,6.5,4.9,8,TRUE,,458.2935192,34.80309296,32.617836
5/18/12,61.6,56.475,30,4.2,8.75,1.6,260.05,1.52,6.5,4.2,9,TRUE,,517.525576,43.19771338,40.56131228
5/19/12,58.11666667,57.975,31.4,2,8.5,1.6,229.7,1.47,23.75,2,10.25,FALSE,,171.3156363,30.82664539,9.72622439
5/20/12,63.03333333,62.675,29.2,12.8,10.75,1.6,222.55,1.48,0.25,7.5,10.75,FALSE,,366.6690791,22.21646766,18.2687324
5/21/12,63.62,57.75,35.4,33.4,7.25,1.6,353.15,1.47,6.5,32.5,7.5,TRUE,,518.5145993,43.3253259,41.43700127
5/22/12,60.5125,60.9125,39.8,37,7.75,1.6,508.05,1.57,6.5,36.9,8,TRUE,,413.946465,31.59350579,33.13425249
5/23/12,66.55333333,65.95555556,46.2,36.4,9.25,1.6,511.35,1.48,6.5,34.1,10.25,TRUE,,520.4546064,43.57564278,42.92567257
5/24/12,65.16,63.97777778,42.2,35,10.5,1.8,481.8,1.54,6.5,35,10.75,TRUE,,519.65578,43.43821391,41.99160431
5/25/12,62.95,60.35714286,40,33.2,8.75,1.2,465.8,1.22,6.5,33.1,9,TRUE,,518.2483238,43.26642781,41.20348421
5/26/12,68.57647059,69,38.6,38.2,8.75,2,340.15,1.9,0.25,38,9.75,FALSE,,404.4320634,25.84325291,21.30979698
5/27/12,72.59166667,66.36,1.4,1,8,1,21.65,0.88,1,1,10.5,FALSE,,395.8667218,26.06543216,20.7743031
5/28/12,72.27272727,71.8,31.2,30.6,9.5,1,211.35,0.78,0.5,30.3,9.75,TRUE,,400.5623573,25.89281637,20.73042819
5/29/12,78.43333333,76.95,63.8,63.8,7.25,15.2,641.25,0.9,6.5,61.8,7.5,TRUE,,458.2935192,34.80309296,32.617836
5/30/12,72.20833333,69.55,64.6,64.6,7,27.8,626.85,1.04,6.5,55.7,7,TRUE,,458.2935192,34.80309296,32.617836
5/31/12,71.16923077,67.95,48.2,48.2,8,1.6,509.45,0.98,6.5,47.8,8.25,TRUE,,458.2935192,34.80309296,32.617836
6/1/12,69.06363636,63.275,34.8,34.8,10,1.6,418.7,1.12,6.5,32.5,10,TRUE,,458.2935192,34.80309296,32.617836
6/2/12,64.22272727,64.675,42.2,42.2,9.5,1.2,297.25,1.17,23.75,41.6,9.75,FALSE,,254.3648514,40.14527445,24.30464042
6/3/12,63.25833333,60.225,1.6,1,6,1.2,22.95,0.87,5,1,10.5,FALSE,,411.2740236,28.402673,24.28860976
6/4/12,63.27692308,58.81666667,31.4,31.4,7,1,284.4,0.9,6.5,31,7,TRUE,,518.2863632,43.28606051,41.29105311
6/5/12,55,54.5,37.2,19,7.5,1.2,242.9,1.26,6.25,14.3,7.5,TRUE,,144.0909566,17.71560583,15.39389796
6/6/12,58.8,60,36,33.8,8.25,1.4,414.45,1.23,6.5,33.3,8.5,TRUE,,300.0447723,35.54137222,32.79744296
6/7/12,62.175,60.475,36.6,36,8.5,1.2,480.9,1.07,6.5,35.1,10.75,TRUE,,517.9059696,43.21734607,40.82401898
6/8/12,65.475,63.05,36.8,32.4,10.5,1.4,452.2,1.14,6.5,32.3,10.5,TRUE,,519.8840161,43.47257113,42.1667421
6/9/12,72.18333333,68.825,31.8,31.2,8.25,1.6,385.45,1.04,5.5,31,8.5,FALSE,,429.0173513,30.09795488,26.21877136
6/10/12,71.89166667,69.975,25,1.6,9.75,1.2,51.05,1.23,0.5,1.5,10,FALSE,,400.5623573,25.89281637,20.73042819
6/11/12,69.94166667,68.18,39.4,39.4,10,1.8,373.3,1.1,6.25,39.4,10.25,TRUE,,445.7383083,31.00922126,29.08004324
6/12/12,66.15384615,66.775,41.2,36.6,9.25,1.4,519.5,1.06,6.5,36.6,10.5,TRUE,,520.188331,43.54619374,42.75053477
6/13/12,65.01142857,65.175,40.6,40.4,9.25,1,520.65,1.13,6.5,40.3,9.5,TRUE,,519.5797013,43.41367304,41.93322504
6/14/12,65.46190476,65.1375,35.6,32.8,10.25,1.6,451.15,1.22,6.5,32.6,10.25,TRUE,,519.8840161,43.47257113,42.1667421
6/15/12,64.6,65.75,33.2,31.2,10,1.4,442.65,1.13,6.5,31.2,10.25,TRUE,,519.1612683,43.38422399,41.81646651
6/16/12,65.66666667,65.275,36.4,28.2,7.5,23.8,638.3,24.58,0.75,28.2,7.75,FALSE,,402.3516998,27.41000088,23.5578679
6/17/12,64.6,62.325,30.6,28.4,10.75,25.6,635.2,24.54,3.25,28.1,8,FALSE,,403.7606775,27.97961098,24.87861753
6/18/12,60.06153846,60.42,29.8,16.2,7,1.8,193.9,1.48,6.5,14,7.25,TRUE,,308.3887813,22.67641601,27.14627525
6/19/12,63.28095238,64.225,33.8,32.2,6.75,1.2,310.95,1.15,6.5,32,7,TRUE,,518.2863632,43.28606051,41.29105311
6/20/12,70.78333333,74.025,53.2,49.8,10.5,1.2,630.75,1.06,6.5,49.7,10.75,TRUE,,458.2935192,34.80309296,32.617836
6/21/12,85.60909091,81.525,54,48.4,10.75,45.4,1149.1,46.03,23.75,48,10.75,TRUE,,258.9622057,34.17973297,24.04614158
6/22/12,87.01,81.25,57.2,55.2,10.75,48,1209.3,48.26,1,53.9,10.75,TRUE,,395.8667218,26.06543216,20.7743031
6/23/12,70.98235294,70.1625,49.2,35.2,8.5,1.4,414.05,1.09,4,34.5,8.75,FALSE,,410.767785,28.5583962,24.66519852
6/24/12,74.62,69.7,26.8,1.2,6.5,1.2,47.25,1.08,23.75,1.2,8.75,FALSE,,258.9622057,34.17973297,24.04614158
6/25/12,72.33333333,67.5,46.2,46.2,7.75,39.4,411.8,1.08,5.75,45.9,7.75,TRUE,,429.8682331,31.10907945,28.57469855
6/26/12,62.49166667,60,34.4,1.8,7.75,1.6,243.55,1.15,5.25,1.7,9.25,TRUE,,406.5898592,28.10011272,22.46537076
6/27/12,67.425,64.5,37.8,30.6,7.75,1.2,376.75,1.21,0,29.2,8,TRUE,,424.2913136,28.38626205,22.42367433
6/28/12,74.44166667,70.575,37.6,34,6.75,1.6,474.05,1.07,6.5,33.1,7,TRUE,,458.2935192,34.80309296,32.617836
6/29/12,81.5,70.36666667,59.6,55.4,10.25,1.6,638.7,1.12,6.5,54.9,10.5,TRUE,,458.2935192,34.80309296,32.617836
6/30/12,86.34166667,79.36666667,58.6,36.8,9.5,1.4,395.05,1.26,0,36.6,9.75,FALSE,,399.8342786,25.58205157,19.90075497
7/1/12,81.40833333,77.5,32.2,1.4,7.5,1.2,68.3,1.19,0.5,1.4,7.75,FALSE,,400.5623573,25.89281637,20.73042819
7/2/12,80.425,74.45,53.4,51.4,9.5,36.2,722.3,31.56,2,51.3,9.75,TRUE,,399.8946989,26.23773689,21.49027203
7/3/12,78.23333333,74.63333333,52,50.2,9.5,49.4,818.1,17.96,3,50.1,10.75,TRUE,,397.7015949,27.25429109,23.13960343
7/4/12,80.875,72.025,52,28.4,10.75,1.4,317.65,1.16,1.75,18.5,10.75,TRUE,,398.4516307,26.20928436,21.21032957
7/5/12,85.5,81.5,67.2,63.6,8,67.2,821,19.04,4.25,63.1,8.25,TRUE,,415.6627109,28.76829883,25.15255186
7/6/12,81.12307692,76.225,53.6,52,7.25,38.4,732.45,6.1,4.25,51.7,8.75,TRUE,,415.6627109,28.76829883,25.15255186
7/7/12,82.24166667,80.25,64,64,9,1.2,535.8,1.17,0,63.4,9,FALSE,,399.8342786,25.58205157,19.90075497
7/8/12,76.2125,74.9,34.2,26.8,10.75,1.2,223.6,1.15,3.5,23.7,10.75,FALSE,,403.7685748,28.18416322,23.94863733
7/9/12,79.65,73.725,60.4,48.8,6,54.2,717.85,18.88,3.25,48.6,6.25,TRUE,,397.7015949,27.54904348,23.58195076
7/10/12,75.17272727,72.275,53.4,47,6,51.4,687,1.12,5.25,46.6,7.75,TRUE,,429.0173513,29.86611829,25.80931127
7/11/12,75.05,73.94,54.2,51,6,54.2,696.95,1.17,5.5,50.9,9.75,TRUE,,429.0173513,30.09795488,26.21877136
7/12/12,74.01666667,72.725,52.2,50.4,7,52.2,696.15,1.11,5.25,50.1,7,TRUE,,429.0173513,29.86611829,25.80931127
7/13/12,76.3,75.45,51.6,51.6,6,50.4,665.25,1.06,5.75,50.5,6.25,TRUE,,429.8682331,31.10907945,28.57469855
7/14/12,77.94545455,75.225,52.4,52.4,9.5,1.2,452.2,1.06,23.75,51.8,9.5,FALSE,,258.9622057,34.17973297,24.04614158
7/15/12,76.95,75.72,30,30,10.5,1.2,230.95,1.07,0.5,28.8,10.75,FALSE,,400.5623573,25.89281637,20.73042819
7/16/12,75.2375,73,64,59,6,64,771.9,11.21,4.75,58.4,6.25,TRUE,,429.0173513,28.86934431,25.60114726
7/17/12,82.26666667,77,64.8,64.8,8.5,57.4,894.9,14.11,4.5,59.9,8.5,TRUE,,425.2484661,28.8247079,25.25551891
7/18/12,87.75,82.95,62.4,59.8,10.75,58.6,929.7,7.71,5.25,59.1,10.75,TRUE,,429.0173513,29.86611829,25.80931127
7/19/12,73.87142857,73.65714286,58.8,56.4,6.25,53.8,794.2,1.29,6,56.4,6.5,TRUE,,449.1532178,33.42017855,31.34921926
7/20/12,71.83846154,66.725,49,41,8.25,32.8,514.05,1.01,6.5,39.5,8.5,TRUE,,458.2935192,34.80309296,32.617836
7/21/12,62.90526316,65.2,35.2,35.2,8.75,1,312.95,1.01,0,34.9,8.75,FALSE,,357.7156203,21.60089832,16.60686709
7/22/12,69.28333333,68.5,29.8,1.2,9.75,1.2,137.85,1.02,0.25,1.1,9.75,FALSE,,404.4320634,25.84325291,21.30979698
7/23/12,72.50833333,72.24,60.2,54.6,6,60.2,699.9,6.19,5,53.7,9.25,TRUE,,429.0173513,29.41175851,25.87502562
7/24/12,74.86875,75.725,58.6,58.6,10.5,55.4,764.45,0.97,5.25,58,10.75,TRUE,,429.0173513,29.86611829,25.80931127
7/25/12,78.08333333,68.225,52.6,47.2,6.5,50,580.1,1.04,5.25,47,6.5,TRUE,,429.0173513,29.86611829,25.80931127
7/26/12,77.75384615,73.98,55.2,51.6,6.75,36.8,698.3,1.06,6.5,51.2,6.75,TRUE,,458.2935192,34.80309296,32.617836
7/27/12,73.80666667,73.225,58.6,58.6,6.5,4.6,741.15,1.15,6.25,58,6.75,TRUE,,445.7383083,31.00922126,29.08004324
